datetime,wtemp_a_1,ltemp_a_2,wtrhgt__3
5/10/2021 9:33,0.8,0.1,132
5/10/2021 10:33,0.8,0.1,130
5/10/2021 11:33,0.8,0.1,130
5/10/2021 12:33,0.8,0.1,128
5/10/2021 13:33,0.8,0.1,128
5/10/2021 14:33,0.8,0.1,128
5/10/2021 15:33,0.8,0.1,126
5/10/2021 16:33,0.8,0.1,124
5/10/2021 17:33,0.8,0.1,125
5/10/2021 18:33,0.8,0.1,126
5/10/2021 19:33,0.8,0.1,123
5/10/2021 20:33,0.8,0.1,121
5/10/2021 21:33,0.8,0.1,121
5/10/2021 22:33,0.8,0.1,120
5/10/2021 23:33,0.8,0.1,120
5/11/2021 0:33,0.8,0.1,118
5/11/2021 1:33,0.8,0.1,118
5/11/2021 2:33,0.8,0.1,118
5/11/2021 3:33,0.8,0.1,119
5/11/2021 4:33,0.8,0.1,115
5/11/2021 5:33,0.8,0.1,117
5/11/2021 6:33,0.8,0.1,118
5/11/2021 7:33,0.8,0.1,116
5/11/2021 8:33,0.8,0.1,117
5/11/2021 9:33,0.8,0.1,114
5/11/2021 10:33,0.8,0.1,113
5/11/2021 11:33,0.8,0.1,113
5/11/2021 12:33,0.8,0.1,113
5/11/2021 13:33,0.8,0.1,112
5/11/2021 14:33,0.8,0.1,111
5/11/2021 15:33,0.8,0.1,112
5/11/2021 16:33,0.8,0.1,112
5/11/2021 17:33,0.8,0.1,110
5/11/2021 18:33,0.8,0.1,110
5/11/2021 19:33,0.8,0.1,106
5/11/2021 20:33,0.8,0.1,107
5/11/2021 21:33,0.8,0.1,108
5/11/2021 22:33,0.8,0.1,108
5/11/2021 23:33,0.8,0.1,107
5/12/2021 0:33,0.8,0.1,106
5/12/2021 1:33,0.8,0.1,106
5/12/2021 2:33,0.8,0.1,104
5/12/2021 3:33,0.8,0.1,106
5/12/2021 4:33,0.8,0.1,104
5/12/2021 5:33,0.8,0.1,103
5/12/2021 6:33,0.8,0.1,103
5/12/2021 7:33,0.8,0.1,104
5/12/2021 8:33,0.8,0.1,103
5/12/2021 9:33,0.8,0.1,102
5/12/2021 10:33,0.8,0.1,104
5/12/2021 11:33,0.8,0.1,103
5/12/2021 12:33,0.8,0.1,103
5/12/2021 13:33,0.8,0.1,104
5/12/2021 14:33,0.8,0.1,106
5/12/2021 15:33,0.8,0.1,108
5/12/2021 16:33,0.8,0.1,108
5/12/2021 17:33,0.8,0.1,110
5/12/2021 18:33,0.8,0.1,109
5/12/2021 19:33,0.8,0.1,110
5/12/2021 20:33,0.8,0.1,109
5/12/2021 21:33,0.8,0.1,107
5/12/2021 22:33,0.8,0.1,108
5/12/2021 23:33,0.8,0.1,107
5/13/2021 0:33,0.8,0.1,105
5/13/2021 1:33,0.8,0.1,105
5/13/2021 2:33,0.8,0.1,104
5/13/2021 3:33,0.8,0.1,104
5/13/2021 4:33,0.8,0.1,103
5/13/2021 5:33,0.8,0.1,102
5/13/2021 6:33,0.8,0.1,103
5/13/2021 7:33,0.8,0.1,102
5/13/2021 8:33,0.8,0.1,100
5/13/2021 9:33,0.8,0.1,102
5/13/2021 10:33,0.8,0.1,102
5/13/2021 11:33,0.8,0.1,101
5/13/2021 12:33,0.8,0.1,100
5/13/2021 13:33,0.8,0.1,101
5/13/2021 14:33,0.8,0.1,104
5/13/2021 15:33,0.8,0.1,103
5/13/2021 16:33,0.8,0.1,106
5/13/2021 17:33,0.8,0.1,108
5/13/2021 18:33,0.8,0.1,110
5/13/2021 19:33,0.8,0.1,111
5/13/2021 20:33,0.8,0.1,111
5/13/2021 21:33,0.8,0.1,111
5/13/2021 22:33,0.8,0.1,111
5/13/2021 23:33,0.8,0.1,109
5/14/2021 0:33,0.8,0.1,111
5/14/2021 1:33,0.8,0.1,108
5/14/2021 2:33,0.8,0.1,109
5/14/2021 3:33,0.8,0.1,109
5/14/2021 4:33,0.8,0.1,110
5/14/2021 5:33,0.8,0.1,107
5/14/2021 6:33,0.8,0.1,106
5/14/2021 7:33,0.8,0.1,107
5/14/2021 8:33,0.8,0.1,105
5/14/2021 9:33,0.8,0.1,104
5/14/2021 10:33,0.8,0.1,105
5/14/2021 11:33,0.8,0.1,107
5/14/2021 12:33,0.8,0.1,111
5/14/2021 13:33,0.8,0.1,120
5/14/2021 14:33,0.8,0.1,131
5/14/2021 15:33,0.8,0.1,152
5/14/2021 16:33,0.8,0.1,150
5/14/2021 17:33,0.8,0.1,161
5/14/2021 18:33,0.8,0.1,167
5/14/2021 19:33,0.8,0.1,165
5/14/2021 20:33,0.8,0.1,169
5/14/2021 21:33,0.8,0.1,167
5/14/2021 22:33,0.8,0.1,166
5/14/2021 23:33,0.8,0.1,166
5/15/2021 0:33,0.8,0.1,162
5/15/2021 1:33,0.8,0.1,160
5/15/2021 2:33,0.8,0.1,158
5/15/2021 3:33,0.8,0.1,158
5/15/2021 4:33,0.8,0.1,155
5/15/2021 5:33,0.8,0.1,153
5/15/2021 6:33,0.8,0.1,149
5/15/2021 7:33,0.8,0.1,147
5/15/2021 8:33,0.8,0.1,144
5/15/2021 9:33,0.8,0.1,148
5/15/2021 10:33,0.8,0.1,162
5/15/2021 11:33,0.8,0.1,182
5/15/2021 12:33,0.5,0.1,195
5/15/2021 13:33,0.5,0.1,205
5/15/2021 14:33,0.5,0.1,207
5/15/2021 15:33,0.5,0.1,214
5/15/2021 16:33,0.5,0.1,209
5/15/2021 17:33,0.5,0.1,211
5/15/2021 18:33,0.5,0.1,214
5/15/2021 19:33,0.8,0.1,208
5/15/2021 20:33,0.8,0.1,208
5/15/2021 21:33,0.8,0.1,200
5/15/2021 22:33,0.8,0.1,202
5/15/2021 23:33,0.8,0.1,198
5/16/2021 0:33,0.8,0.1,203
5/16/2021 1:33,0.8,0.1,199
5/16/2021 2:33,0.8,0.1,195
5/16/2021 3:33,0.8,0.1,182
5/16/2021 4:33,0.8,0.1,184
5/16/2021 5:33,0.8,0.1,188
5/16/2021 6:33,0.8,0.1,180
5/16/2021 7:33,0.8,0.1,177
5/16/2021 8:33,0.8,0.1,176
5/16/2021 9:33,0.8,0.1,180
5/16/2021 10:33,0.8,0.1,192
5/16/2021 11:33,0.8,0.1,200
5/16/2021 12:33,0.8,0.1,204
5/16/2021 13:33,0.8,0.1,208
5/16/2021 14:33,0.8,0.1,209
5/16/2021 15:33,0.5,0.1,228
5/16/2021 16:33,0.5,0.1,250
5/16/2021 17:33,0.5,0.1,237
5/16/2021 18:33,0.5,0.1,256
5/16/2021 19:33,0.5,0.1,257
5/16/2021 20:33,0.5,0.1,238
5/16/2021 21:33,0.8,0.1,240
5/16/2021 22:33,0.8,0.1,225
5/16/2021 23:33,0.8,0.1,215
5/17/2021 0:33,0.8,0.1,219
5/17/2021 1:33,0.8,0.1,206
5/17/2021 2:33,0.8,0.1,205
5/17/2021 3:33,0.8,0.1,202
5/17/2021 4:33,0.8,0.1,200
5/17/2021 5:33,0.8,0.1,196
5/17/2021 6:33,0.8,0.1,197
5/17/2021 7:33,0.8,0.1,189
5/17/2021 8:33,0.8,0.1,188
5/17/2021 9:33,0.8,0.1,187
5/17/2021 10:33,0.8,0.1,197
5/17/2021 11:33,0.8,0.1,208
5/17/2021 12:33,0.8,0.1,212
5/17/2021 13:33,0.8,0.1,223
5/17/2021 14:33,0.8,0.1,223
5/17/2021 15:33,0.8,0.1,238
5/17/2021 16:33,0.8,0.1,244
5/17/2021 17:33,0.8,0.1,242
5/17/2021 18:33,0.8,0.1,246
5/17/2021 19:33,0.8,0.1,244
5/17/2021 20:33,0.8,0.1,227
5/17/2021 21:33,0.8,0.1,229
5/17/2021 22:33,0.8,0.1,218
5/17/2021 23:33,0.8,0.1,219
5/18/2021 0:33,0.8,0.1,215
5/18/2021 1:33,0.8,0.1,210
5/18/2021 2:33,0.8,0.1,211
5/18/2021 3:33,0.8,0.1,206
5/18/2021 4:33,0.8,0.1,208
5/18/2021 5:33,0.8,0.1,203
5/18/2021 6:33,0.8,0.1,202
5/18/2021 7:33,0.8,0.1,197
5/18/2021 8:33,1.2,0.1,202
5/18/2021 9:33,1.2,0.1,202
5/18/2021 10:33,1.2,0.1,214
5/18/2021 11:33,1.2,0.1,256
5/18/2021 12:33,0.8,0.1,327
5/18/2021 13:33,0.5,0.1,303
5/18/2021 14:33,0.5,0.1,316
5/18/2021 15:33,0.5,0.1,315
5/18/2021 16:33,0.5,0.1,311
5/18/2021 17:33,0.5,0.1,303
5/18/2021 18:33,0.5,0.1,303
5/18/2021 19:33,0.5,0.1,298
5/18/2021 20:33,0.5,0.1,283
5/18/2021 21:33,0.5,0.1,279
5/18/2021 22:33,0.8,0.1,267
5/18/2021 23:33,0.8,0.1,268
5/19/2021 0:33,0.8,0.1,258
5/19/2021 1:33,0.8,0.1,256
5/19/2021 2:33,0.8,0.1,249
5/19/2021 3:33,0.8,0.1,248
5/19/2021 4:33,0.8,0.1,244
5/19/2021 5:33,0.8,0.1,237
5/19/2021 6:33,0.8,0.1,233
5/19/2021 7:33,0.8,0.1,228
5/19/2021 8:33,1.2,0.1,224
5/19/2021 9:33,1.2,0.1,230
5/19/2021 10:33,1.2,0.1,236
5/19/2021 11:33,1.2,0.1,255
5/19/2021 12:33,0.8,0.1,269
5/19/2021 13:33,0.8,0.1,276
5/19/2021 14:33,0.8,0.1,276
5/19/2021 15:33,0.8,0.1,287
5/19/2021 16:33,0.8,0.1,288
5/19/2021 17:33,0.8,0.1,287
5/19/2021 18:33,0.8,0.1,285
5/19/2021 19:33,0.8,0.1,288
5/19/2021 20:33,0.8,0.1,285
5/19/2021 21:33,0.8,0.1,284
5/19/2021 22:33,0.8,0.1,276
5/19/2021 23:33,0.8,0.1,268
5/20/2021 0:33,0.8,0.1,264
5/20/2021 1:33,0.8,0.1,256
5/20/2021 2:33,0.8,0.1,247
5/20/2021 3:33,0.8,0.1,247
5/20/2021 4:33,0.8,0.1,240
5/20/2021 5:33,0.8,0.1,229
5/20/2021 6:33,0.8,0.1,230
5/20/2021 7:33,0.8,0.1,225
5/20/2021 8:33,1.2,0.1,218
5/20/2021 9:33,1.2,0.1,222
5/20/2021 10:33,1.2,0.1,226
5/20/2021 11:33,1.5,0.1,246
5/20/2021 12:33,1.2,0.1,298
5/20/2021 13:33,0.8,0.1,326
5/20/2021 14:33,0.5,0.1,335
5/20/2021 15:33,0.8,0.1,341
5/20/2021 16:33,0.8,0.1,329
5/20/2021 17:33,0.8,0.1,328
5/20/2021 18:33,0.8,0.1,327
5/20/2021 19:33,0.8,0.1,305
5/20/2021 20:33,0.8,0.1,295
5/20/2021 21:33,0.8,0.1,302
5/20/2021 22:33,0.8,0.1,290
5/20/2021 23:33,0.8,0.1,284
5/21/2021 0:33,0.8,0.1,280
5/21/2021 1:33,0.8,0.1,278
5/21/2021 2:33,0.8,0.1,272
5/21/2021 3:33,0.8,0.1,259
5/21/2021 4:33,0.8,0.1,257
5/21/2021 5:33,0.8,0.1,245
5/21/2021 6:33,0.8,0.1,248
5/21/2021 7:33,1.2,0.1,242
5/21/2021 8:33,1.2,0.1,235
5/21/2021 9:33,1.5,0.1,239
5/21/2021 10:33,1.5,0.1,261
5/21/2021 11:33,1.5,0.1,279
5/21/2021 12:33,1.2,0.1,294
5/21/2021 13:33,1.2,0.1,299
5/21/2021 14:33,1.2,0.1,304
5/21/2021 15:33,1.2,0.1,308
5/21/2021 16:33,1.2,0.1,311
5/21/2021 17:33,1.2,0.1,316
5/21/2021 18:33,1.2,0.1,314
5/21/2021 19:33,1.2,0.1,307
5/21/2021 20:33,0.8,0.1,303
5/21/2021 21:33,0.8,0.1,297
5/21/2021 22:33,0.8,0.1,294
5/21/2021 23:33,0.8,0.1,287
5/22/2021 0:33,0.8,0.1,280
5/22/2021 1:33,0.8,0.1,281
5/22/2021 2:33,0.8,0.1,270
5/22/2021 3:33,0.8,0.1,257
5/22/2021 4:33,0.8,0.1,254
5/22/2021 5:33,0.8,0.1,256
5/22/2021 6:33,1.2,0.1,244
5/22/2021 7:33,1.2,0.1,240
5/22/2021 8:33,1.5,0.1,248
5/22/2021 9:33,1.9,0.1,256
5/22/2021 10:33,1.9,0.1,267
5/22/2021 11:33,1.5,0.1,291
5/22/2021 12:33,1.9,0.1,367
5/22/2021 13:33,1.2,0.1,393
5/22/2021 14:33,1.2,0.1,398
5/22/2021 15:33,0.8,0.1,400
5/22/2021 16:33,0.8,0.1,450
5/22/2021 17:33,0.8,0.1,435
5/22/2021 18:33,0.8,0.1,405
5/22/2021 19:33,1.2,0.1,399
5/22/2021 20:33,1.2,0.1,391
5/22/2021 21:33,1.2,0.1,393
5/22/2021 22:33,1.2,0.1,367
5/22/2021 23:33,1.2,0.1,353
5/23/2021 0:33,1.2,0.1,348
5/23/2021 1:33,1.2,0.1,331
5/23/2021 2:33,1.2,0.1,338
5/23/2021 3:33,1.2,0.1,339
5/23/2021 4:33,1.2,0.1,331
5/23/2021 5:33,1.2,0.1,331
5/23/2021 6:33,1.2,0.1,322
5/23/2021 7:33,1.5,0.1,323
5/23/2021 8:33,1.9,0.1,324
5/23/2021 9:33,2.2,0.1,343
5/23/2021 10:33,2.2,0.1,354
5/23/2021 11:33,1.9,0.1,365
5/23/2021 12:33,1.2,0.1,368
5/23/2021 13:33,1.2,0.1,359
5/23/2021 14:33,1.5,0.1,368
5/23/2021 15:33,1.5,0.1,363
5/23/2021 16:33,1.5,0.1,346
5/23/2021 17:33,1.2,0.1,359
5/23/2021 18:33,1.2,0.1,352
5/23/2021 19:33,1.2,0.1,342
5/23/2021 20:33,0.8,0.1,336
5/23/2021 21:33,0.8,0.1,330
5/23/2021 22:33,0.8,0.1,329
5/23/2021 23:33,0.8,0.1,321
5/24/2021 0:33,0.8,0.1,316
5/24/2021 1:33,0.8,0.1,314
5/24/2021 2:33,0.8,0.1,313
5/24/2021 3:33,0.8,-0.2,302
5/24/2021 4:33,0.8,-0.2,298
5/24/2021 5:33,0.8,-0.2,307
5/24/2021 6:33,0.8,-0.2,308
5/24/2021 7:33,1.2,0.1,298
5/24/2021 8:33,1.5,0.1,305
5/24/2021 9:33,1.9,0.1,311
5/24/2021 10:33,2.2,0.1,300
5/24/2021 11:33,2.5,0.1,318
5/24/2021 12:33,2.9,0.1,343
5/24/2021 13:33,2.9,0.1,365
5/24/2021 14:33,2.5,0.1,392
5/24/2021 15:33,2.2,0.5,455
5/24/2021 16:33,1.9,0.5,449
5/24/2021 17:33,1.5,0.5,419
5/24/2021 18:33,1.5,0.5,401
5/24/2021 19:33,1.2,0.1,363
5/24/2021 20:33,1.2,0.1,367
5/24/2021 21:33,1.2,0.1,360
5/24/2021 22:33,1.2,0.1,353
5/24/2021 23:33,0.8,-0.2,344
5/25/2021 0:33,0.8,-0.2,336
5/25/2021 1:33,0.8,-0.2,331
5/25/2021 2:33,0.8,-0.6,320
5/25/2021 3:33,0.8,-0.9,323
5/25/2021 4:33,0.8,-0.9,320
5/25/2021 5:33,0.8,-0.9,310
5/25/2021 6:33,1.2,-0.6,308
5/25/2021 7:33,1.2,0.5,313
5/25/2021 8:33,1.9,0.5,309
5/25/2021 9:33,2.2,0.8,312
5/25/2021 10:33,2.9,1.2,319
5/25/2021 11:33,3.2,1.9,338
5/25/2021 12:33,3.2,2.2,363
5/25/2021 13:33,3.2,2.2,400
5/25/2021 14:33,2.9,2.9,461
5/25/2021 15:33,2.5,3.2,449
5/25/2021 16:33,2.2,3.2,470
5/25/2021 17:33,1.9,3.2,444
5/25/2021 18:33,1.9,2.2,402
5/25/2021 19:33,1.5,1.5,389
5/25/2021 20:33,1.5,1.2,381
5/25/2021 21:33,1.5,1.2,374
5/25/2021 22:33,1.5,1.2,364
5/25/2021 23:33,1.5,0.8,351
5/26/2021 0:33,1.2,0.5,353
5/26/2021 1:33,1.2,0.1,344
5/26/2021 2:33,1.2,0.1,344
5/26/2021 3:33,1.2,0.1,338
5/26/2021 4:33,1.2,0.1,335
5/26/2021 5:33,1.2,0.5,333
5/26/2021 6:33,1.5,1.9,327
5/26/2021 7:33,1.5,3.5,327
5/26/2021 8:33,2.2,5.2,324
5/26/2021 9:33,2.9,7.2,321
5/26/2021 10:33,3.2,8.5,337
5/26/2021 11:33,3.2,9.5,354
5/26/2021 12:33,2.9,8.5,368
5/26/2021 13:33,2.5,7.9,374
5/26/2021 14:33,2.5,7.9,372
5/26/2021 15:33,2.2,6.9,373
5/26/2021 16:33,2.2,6.5,374
5/26/2021 17:33,1.9,5.6,369
5/26/2021 18:33,1.9,5.2,364
5/26/2021 19:33,1.9,4.6,362
5/26/2021 20:33,1.5,3.5,364
5/26/2021 21:33,1.5,2.5,353
5/26/2021 22:33,1.5,2.5,344
5/26/2021 23:33,1.5,2.2,348
5/27/2021 0:33,1.5,1.9,340
5/27/2021 1:33,1.2,1.5,331
5/27/2021 2:33,1.2,1.2,336
5/27/2021 3:33,1.2,0.1,335
5/27/2021 4:33,1.2,-0.6,325
5/27/2021 5:33,1.2,-0.9,315
5/27/2021 6:33,1.5,2.5,315
5/27/2021 7:33,1.9,5.9,317
5/27/2021 8:33,2.2,6.5,316
5/27/2021 9:33,2.9,7.2,314
5/27/2021 10:33,3.5,8.2,331
5/27/2021 11:33,3.9,11.2,338
5/27/2021 12:33,3.9,11.8,362
5/27/2021 13:33,3.9,10.5,386
5/27/2021 14:33,3.5,9.5,422
5/27/2021 15:33,3.2,7.5,463
5/27/2021 16:33,2.9,7.2,439
5/27/2021 17:33,2.5,5.9,417
5/27/2021 18:33,2.2,3.5,404
5/27/2021 19:33,1.9,2.2,381
5/27/2021 20:33,1.5,1.5,363
5/27/2021 21:33,1.5,0.8,368
5/27/2021 22:33,1.5,0.8,348
5/27/2021 23:33,1.5,0.5,343
5/28/2021 0:33,1.5,0.5,338
5/28/2021 1:33,1.2,0.1,342
5/28/2021 2:33,1.2,0.1,331
5/28/2021 3:33,1.2,0.1,327
5/28/2021 4:33,1.2,0.1,325
5/28/2021 5:33,1.2,0.5,323
5/28/2021 6:33,1.5,3.9,322
5/28/2021 7:33,1.9,7.2,316
5/28/2021 8:33,2.5,8.9,324
5/28/2021 9:33,3.2,10.2,323
5/28/2021 10:33,3.9,11.5,329
5/28/2021 11:33,4.2,12.8,345
5/28/2021 12:33,4.2,12.5,357
5/28/2021 13:33,4.2,10.8,375
5/28/2021 14:33,3.9,8.5,409
5/28/2021 15:33,3.2,6.9,392
5/28/2021 16:33,2.9,5.6,379
5/28/2021 17:33,2.9,5.2,374
5/28/2021 18:33,2.5,4.6,362
5/28/2021 19:33,2.2,3.5,361
5/28/2021 20:33,2.2,3.2,351
5/28/2021 21:33,2.2,2.9,352
5/28/2021 22:33,2.2,2.5,302
5/28/2021 23:33,1.9,1.9,316
5/29/2021 0:33,1.9,1.2,280
5/29/2021 1:33,1.5,0.8,317
5/29/2021 2:33,1.5,0.5,317
5/29/2021 3:33,1.5,0.1,312
5/29/2021 4:33,1.5,0.1,306
5/29/2021 5:33,1.5,0.1,299
5/29/2021 6:33,1.9,3.2,305
5/29/2021 7:33,2.2,6.5,301
5/29/2021 8:33,2.9,7.9,295
5/29/2021 9:33,3.2,8.2,301
5/29/2021 10:33,4.2,10.5,307
5/29/2021 11:33,4.2,11.5,319
5/29/2021 12:33,4.6,12.5,328
5/29/2021 13:33,4.6,10.5,215
5/29/2021 14:33,3.5,7.5,347
5/29/2021 15:33,3.5,6.5,230
5/29/2021 16:33,2.9,4.9,289
5/29/2021 17:33,2.9,3.9,344
5/29/2021 18:33,2.5,3.5,337
5/29/2021 19:33,2.5,2.9,336
5/29/2021 20:33,2.2,2.5,321
5/29/2021 21:33,2.2,2.2,318
5/29/2021 22:33,2.2,1.9,315
5/29/2021 23:33,1.9,1.5,307
5/30/2021 0:33,1.9,1.5,310
5/30/2021 1:33,1.9,1.2,300
5/30/2021 2:33,1.9,1.2,301
5/30/2021 3:33,1.9,1.2,289
5/30/2021 4:33,1.9,1.2,296
5/30/2021 5:33,1.9,1.2,287
5/30/2021 6:33,1.9,1.9,287
5/30/2021 7:33,2.2,2.5,280
5/30/2021 8:33,2.2,2.9,278
5/30/2021 9:33,2.2,3.2,287
5/30/2021 10:33,2.9,4.6,282
5/30/2021 11:33,2.9,5.6,281
5/30/2021 12:33,3.5,6.2,276
5/30/2021 13:33,2.9,4.2,274
5/30/2021 14:33,2.5,2.5,273
5/30/2021 15:33,2.2,1.9,281
5/30/2021 16:33,2.2,1.5,282
5/30/2021 17:33,2.2,1.5,283
5/30/2021 18:33,2.2,1.5,278
5/30/2021 19:33,2.2,1.5,278
5/30/2021 20:33,2.2,1.5,283
5/30/2021 21:33,1.9,1.2,272
5/30/2021 22:33,1.9,1.2,277
5/30/2021 23:33,1.9,1.2,277
5/31/2021 0:33,1.9,0.5,270
5/31/2021 1:33,1.5,0.1,271
5/31/2021 2:33,1.5,-0.2,264
5/31/2021 3:33,1.5,-0.2,264
5/31/2021 4:33,1.5,-0.6,265
5/31/2021 5:33,1.5,-0.2,259
5/31/2021 6:33,1.5,0.1,265
5/31/2021 7:33,1.9,1.2,266
5/31/2021 8:33,2.5,3.2,266
5/31/2021 9:33,3.5,5.6,270
5/31/2021 10:33,4.6,8.5,274
5/31/2021 11:33,5.6,10.5,276
5/31/2021 12:33,5.9,11.2,288
5/31/2021 13:33,5.9,10.5,280
5/31/2021 14:33,5.6,10.5,169
5/31/2021 15:33,4.9,8.2,190
5/31/2021 16:33,4.2,8.2,157
5/31/2021 17:33,3.5,6.9,196
5/31/2021 18:33,3.2,4.6,237
5/31/2021 19:33,2.5,3.2,249
5/31/2021 20:33,2.5,2.2,273
5/31/2021 21:33,2.2,1.2,270
5/31/2021 22:33,1.9,0.5,265
5/31/2021 23:33,1.9,-0.6,272
6/1/2021 0:33,1.5,-0.6,274
6/1/2021 1:33,1.5,-0.9,276
6/1/2021 2:33,1.5,-0.9,265
6/1/2021 3:33,1.5,-0.9,268
6/1/2021 4:33,1.5,-0.9,267
6/1/2021 5:33,1.5,-0.6,271
6/1/2021 6:33,1.5,0.8,275
6/1/2021 7:33,1.9,2.5,270
6/1/2021 8:33,2.2,3.9,272
6/1/2021 9:33,3.2,6.9,234
6/1/2021 10:33,4.2,10.2,115
6/1/2021 11:33,4.2,9.5,136
6/1/2021 12:33,4.2,9.8,115
6/1/2021 13:33,5.2,11.2,89
6/1/2021 14:33,4.6,10.8,292
6/1/2021 15:33,4.2,8.9,300
6/1/2021 16:33,4.2,9.2,305
6/1/2021 17:33,3.5,7.2,304
6/1/2021 18:33,3.2,6.2,303
6/1/2021 19:33,2.9,5.2,294
6/1/2021 20:33,2.5,3.5,298
6/1/2021 21:33,2.5,2.9,291
6/1/2021 22:33,2.2,1.9,284
6/1/2021 23:33,2.2,1.2,282
6/2/2021 0:33,2.2,0.8,288
6/2/2021 1:33,1.9,0.8,276
6/2/2021 2:33,1.9,0.8,278
6/2/2021 3:33,1.9,1.2,281
6/2/2021 4:33,1.9,1.2,268
6/2/2021 5:33,1.9,0.8,274
6/2/2021 6:33,1.9,1.5,272
6/2/2021 7:33,2.5,3.9,270
6/2/2021 8:33,2.9,6.5,268
6/2/2021 9:33,3.9,10.2,270
6/2/2021 10:33,5.2,13.8,267
6/2/2021 11:33,6.2,16.8,279
6/2/2021 12:33,5.9,16.5,290
6/2/2021 13:33,4.9,13.5,300
6/2/2021 14:33,4.6,12.1,313
6/2/2021 15:33,4.6,12.1,310
6/2/2021 16:33,4.6,12.5,320
6/2/2021 17:33,3.9,10.8,331
6/2/2021 18:33,3.5,9.2,320
6/2/2021 19:33,3.2,7.2,324
6/2/2021 20:33,2.9,5.2,319
6/2/2021 21:33,2.9,3.9,310
6/2/2021 22:33,2.5,2.9,299
6/2/2021 23:33,2.5,2.5,299
6/3/2021 0:33,2.2,1.9,286
6/3/2021 1:33,2.2,1.5,293
6/3/2021 2:33,2.2,1.2,291
6/3/2021 3:33,2.2,1.2,281
6/3/2021 4:33,2.2,1.2,286
6/3/2021 5:33,2.2,1.2,280
6/3/2021 6:33,2.5,4.9,271
6/3/2021 7:33,3.2,10.2,277
6/3/2021 8:33,4.2,12.5,276
6/3/2021 9:33,5.2,13.5,271
6/3/2021 10:33,5.9,16.5,287
6/3/2021 11:33,6.5,19.2,297
6/3/2021 12:33,6.9,19.5,319
6/3/2021 13:33,5.9,16.5,336
6/3/2021 14:33,5.2,14.8,335
6/3/2021 15:33,5.6,14.5,342
6/3/2021 16:33,4.9,14.8,368
6/3/2021 17:33,4.2,13.8,357
6/3/2021 18:33,3.5,10.5,351
6/3/2021 19:33,3.5,8.2,333
6/3/2021 20:33,3.2,6.5,324
6/3/2021 21:33,3.2,5.6,330
6/3/2021 22:33,2.9,4.6,315
6/3/2021 23:33,2.9,3.9,311
6/4/2021 0:33,2.9,3.2,307
6/4/2021 1:33,2.5,2.9,298
6/4/2021 2:33,2.5,2.2,289
6/4/2021 3:33,2.2,1.9,288
6/4/2021 4:33,2.2,1.5,294
6/4/2021 5:33,2.2,1.5,278
6/4/2021 6:33,2.5,5.9,282
6/4/2021 7:33,3.5,11.8,285
6/4/2021 8:33,4.2,14.1,278
6/4/2021 9:33,5.2,15.1,275
6/4/2021 10:33,6.2,18.8,281
6/4/2021 11:33,6.9,21.6,292
6/4/2021 12:33,7.2,21.3,314
6/4/2021 13:33,6.9,19.2,333
6/4/2021 14:33,6.5,19.2,346
6/4/2021 15:33,5.6,17.1,355
6/4/2021 16:33,4.9,16.1,353
6/4/2021 17:33,4.6,13.8,349
6/4/2021 18:33,4.2,12.1,340
6/4/2021 19:33,3.9,9.5,329
6/4/2021 20:33,3.9,7.9,324
6/4/2021 21:33,3.5,6.2,320
6/4/2021 22:33,3.5,5.6,311
6/4/2021 23:33,3.2,5.2,304
6/5/2021 0:33,3.2,4.9,292
6/5/2021 1:33,3.2,4.6,300
6/5/2021 2:33,3.2,4.6,291
6/5/2021 3:33,3.2,4.6,296
6/5/2021 4:33,3.2,4.9,292
6/5/2021 5:33,3.2,4.9,279
6/5/2021 6:33,3.5,8.9,276
6/5/2021 7:33,4.2,14.5,280
6/5/2021 8:33,5.2,17.1,282
6/5/2021 9:33,5.9,18.2,290
6/5/2021 10:33,6.9,20.9,295
6/5/2021 11:33,7.5,23.1,303
6/5/2021 12:33,7.9,23.1,324
6/5/2021 13:33,7.5,21.3,354
6/5/2021 14:33,5.9,15.8,354
6/5/2021 15:33,5.2,10.8,346
6/5/2021 16:33,4.9,10.8,341
6/5/2021 17:33,4.9,8.5,343
6/5/2021 18:33,4.6,7.9,328
6/5/2021 19:33,4.6,7.2,323
6/5/2021 20:33,4.2,6.5,324
6/5/2021 21:33,4.2,6.2,306
6/5/2021 22:33,3.9,6.2,314
6/5/2021 23:33,3.9,6.2,294
6/6/2021 0:33,3.9,6.2,302
6/6/2021 1:33,3.9,5.6,303
6/6/2021 2:33,3.5,5.2,295
6/6/2021 3:33,3.5,5.2,297
6/6/2021 4:33,3.5,5.2,292
6/6/2021 5:33,3.5,4.9,289
6/6/2021 6:33,3.9,9.2,286
6/6/2021 7:33,4.6,14.1,281
6/6/2021 8:33,5.6,15.5,271
6/6/2021 9:33,6.5,16.5,282
6/6/2021 10:33,7.5,19.5,295
6/6/2021 11:33,8.2,22,302
6/6/2021 12:33,8.5,21.6,317
6/6/2021 13:33,8.2,20.2,334
6/6/2021 14:33,7.5,18.8,349
6/6/2021 15:33,6.9,17.1,341
6/6/2021 16:33,6.2,15.8,335
6/6/2021 17:33,5.9,15.1,333
6/6/2021 18:33,5.6,12.8,324
6/6/2021 19:33,5.2,11.2,315
6/6/2021 20:33,4.9,9.2,306
6/6/2021 21:33,4.6,7.5,296
6/6/2021 22:33,4.6,6.5,302
6/6/2021 23:33,4.2,5.2,299
6/7/2021 0:33,3.9,4.9,290
