Gauge_ID   Storm_Index  Input_Units   Output_Units   Energy_Equation   Storm_Break_Hours   Storm_Break_Precip   Start_Date   Start_Time   Duration(hrs)   Precip(in)   Max_5_start_date    Max_5_start_time    Max_5_intensity     Max_10_start_date   Max_10_start_time   Max_10_intensity    Max_15_start_date   Max_15_start_time   Max_15_intensity    Max_20_start_date   Max_20_start_time   Max_20_intensity    Max_30_start_date   Max_30_start_time   Max_30_intensity    Max_60_start_date   Max_60_start_time   Max_60_intensity    Energy
CSV        61           0             0              2                 6                   0.05                 09/21/2021   10:24:00     0.2             0.05         09/21/2021          10:37:00            0.42                09/21/2021          10:32:00            0.276               09/21/2021          10:24:00            0.2                 09/21/2021          10:24:00            0.15                09/21/2021          10:24:00            0.1                 09/21/2021          10:24:00            0.05                36.48
CSV        62           0             0              2                 6                   0.05                 09/28/2021   13:00:00     24              0.42         09/28/2021          13:11:00            0.24                09/29/2021          08:42:00            0.22                09/29/2021          08:37:00            0.192               09/29/2021          08:36:00            0.15                09/29/2021          08:36:00            0.09999999          09/28/2021          19:34:00            0.08                212.09
CSV        63           0             0              2                 6                   0.05                 09/30/2021   05:12:00     0.08347222      0.01         09/30/2021          05:18:00            0.12                09/30/2021          05:12:00            0.05999999          09/30/2021          05:12:00            0.04                09/30/2021          05:12:00            0.03                09/30/2021          05:12:00            0.02                09/30/2021          05:12:00            0.01                0.00
CSV        64           0             0              2                 6                   0.05                 10/01/2021   16:34:00     1               0.02         10/01/2021          17:35:00            0.12                10/01/2021          17:30:00            0.05999999          10/01/2021          16:40:00            0.04                10/01/2021          17:20:00            0.03                10/01/2021          16:40:00            0.02                10/01/2021          16:40:00            0.02                9.65
CSV        65           0             0              2                 6                   0.05                 10/08/2021   14:01:00     12.8            0.21         10/08/2021          17:14:00            0.144               10/08/2021          17:09:00            0.12                10/08/2021          17:10:00            0.112               10/08/2021          17:06:00            0.09                10/08/2021          16:08:00            0.076               10/08/2021          15:45:00            0.05999999          101.70
CSV        66           0             0              2                 6                   0.05                 10/09/2021   09:14:00     0.08347222      0.01         10/09/2021          09:20:00            0.12                10/09/2021          09:14:00            0.05999999          10/09/2021          09:14:00            0.04                10/09/2021          09:14:00            0.03                10/09/2021          09:14:00            0.02                10/09/2021          09:14:00            0.01                0.00
CSV        67           0             0              2                 6                   0.05                 10/10/2021   11:53:00     4.7             0.12         10/10/2021          16:36:00            0.12                10/10/2021          16:31:00            0.05999999          10/10/2021          13:02:00            0.08                10/10/2021          14:44:00            0.05999999          10/10/2021          13:23:00            0.05999999          10/10/2021          12:52:00            0.05                57.90
CSV        68           0             0              2                 6                   0.05                 10/11/2021   10:18:00     3.65            0.32         10/11/2021          12:42:00            0.192               10/11/2021          10:59:00            0.144               10/11/2021          10:59:00            0.136               10/11/2021          10:53:00            0.126               10/11/2021          10:37:00            0.12                10/11/2021          10:37:00            0.116               159.34
CSV        69           0             0              2                 6                   0.05                 10/12/2021   13:07:00     0.08347222      0.01         10/12/2021          13:13:00            0.12                10/12/2021          13:07:00            0.05999999          10/12/2021          13:07:00            0.04                10/12/2021          13:07:00            0.03                10/12/2021          13:07:00            0.02                10/12/2021          13:07:00            0.01                0.00
CSV        70           0             0              2                 6                   0.05                 10/13/2021   10:40:00     4.15            0.09         10/13/2021          13:58:00            0.192               10/13/2021          13:41:00            0.12                10/13/2021          13:48:00            0.128               10/13/2021          13:43:00            0.12                10/13/2021          13:46:00            0.09199999          10/13/2021          13:44:00            0.06999999          47.28
CSV        71           0             0              2                 6                   0.05                 10/15/2021   13:17:00     0.75            0.02         10/15/2021          14:03:00            0.12                10/15/2021          13:58:00            0.05999999          10/15/2021          13:23:00            0.04                10/15/2021          13:48:00            0.03                10/15/2021          13:23:00            0.02                10/15/2021          13:17:00            0.02                9.65
CSV        72           0             0              2                 6                   0.05                 10/16/2021   10:23:00     1.566667        0.26         10/16/2021          11:40:00            0.48                10/16/2021          11:43:00            0.48                10/16/2021          11:31:00            0.44                10/16/2021          11:33:00            0.435               10/16/2021          11:24:00            0.41                10/16/2021          11:03:00            0.25                192.74
CSV        73           0             0              2                 6                   0.05                 10/20/2021   10:24:00     0.1833333       0.03         10/20/2021          10:36:00            0.21                10/20/2021          10:31:00            0.168               10/20/2021          10:24:00            0.12                10/20/2021          10:24:00            0.09                10/20/2021          10:24:00            0.06                10/20/2021          10:24:00            0.03                16.77
CSV        74           0             0              2                 6                   0.05                 10/24/2021   10:55:00     0.3166667       0.08         10/24/2021          11:06:00            0.4                 10/24/2021          11:06:00            0.33                10/24/2021          11:05:00            0.288               10/24/2021          10:55:00            0.24                10/24/2021          10:55:00            0.16                10/24/2021          10:55:00            0.08                54.05
